Status de compra,Fecha de compra,Nombre activo,Símbolo activo,Categoría activo,Aporte en dólares,Acciones compradas
completada,2024-06-27,Dell Technologies Inc,DELL,stock,"10,00","0,071720576"
completada,2024-07-01,Advanced Micro Devices Inc,AMD,stock,"10,00","0,063174386"
completada,2024-07-01,Advanced Micro Devices Inc,AMD,stock,"10,00","0,064501148"
completada,2024-07-05,Avis Budget Group Inc,CAR,stock,"10,00","0,094714908"
completada,2024-07-09,Avis Budget Group Inc,CAR,stock,"10,00","0,098254991"
completada,2024-07-09,NVIDIA Corp,NVDA,stock,"10,00","0,07673066"
completada,2024-07-10,Dell Technologies Inc,DELL,stock,"10,00","0,069464704"
completada,2024-07-10,Avis Budget Group Inc,CAR,stock,"10,00","0,100700878"
completada,2024-07-10,Tesla Inc,TSLA,stock,"10,00","0,038640772"
completada,2024-07-11,NVIDIA Corp,NVDA,stock,"10,00","0,076101184"
completada,2024-07-11,NVIDIA Corp,NVDA,stock,"10,00","0,077787112"
completada,2024-07-11,Tesla Inc,TSLA,stock,"10,00","0,03816153"
completada,2024-07-11,Meta Platforms Inc,META,stock,"20,00","0,038805865"
completada,2024-07-11,Alphabet Inc,GOOG,stock,"10,00","0,053206205"
completada,2024-07-11,Tesla Inc,TSLA,stock,"20,00","0,080856431"
completada,2024-07-11,Dell Technologies Inc,DELL,stock,"10,00","0,071165259"
completada,2024-07-11,Tesla Inc,TSLA,stock,"10,00","0,041255146"
completada,2024-07-12,Meta Platforms Inc,META,stock,"10,00","0,020042731"
completada,2024-07-12,Advanced Micro Devices Inc,AMD,stock,"10,00","0,054835384"
completada,2024-07-15,Lam Research Corp,LRCX,stock,"30,00","0,028038955"
completada,2024-07-16,Dell Technologies Inc,DELL,stock,"10,00","0,073201083"
completada,2024-07-16,Tesla Inc,TSLA,stock,"10,00","0,039436219"
completada,2024-07-16,Advanced Micro Devices Inc,AMD,stock,"10,00","0,056670066"
completada,2024-07-16,Dell Technologies Inc,DELL,stock,"10,00","0,075142771"
completada,2024-07-16,NVIDIA Corp,NVDA,stock,"10,00","0,079944997"
completada,2024-07-16,Tesla Inc,TSLA,stock,"10,00","0,04034145"
completada,2024-07-16,Meta Platforms Inc,META,stock,"10,00","0,02054122"
completada,2024-07-17,Advanced Micro Devices Inc,AMD,stock,"10,00","0,059755004"
completada,2024-07-17,Dell Technologies Inc,DELL,stock,"10,00","0,077886472"
completada,2024-07-17,Alphabet Inc,GOOG,stock,"10,00","0,054489973"
completada,2024-07-17,Meta Platforms Inc,META,stock,"10,00","0,020982836"
completada,2024-07-17,NVIDIA Corp,NVDA,stock,"10,00","0,08248239"
completada,2024-07-17,Dell Technologies Inc,DELL,stock,"10,00","0,078884261"
completada,2024-07-17,NVIDIA Corp,NVDA,stock,"10,00","0,084015257"
completada,2024-07-17,Advanced Micro Devices Inc,AMD,stock,"10,00","0,061325614"
completada,2024-07-17,Tesla Inc,TSLA,stock,"10,00","0,040441622"
completada,2024-07-18,Advanced Micro Devices Inc,AMD,stock,"10,00","0,062882008"
completada,2024-07-22,Tesla Inc,TSLA,stock,"10,00","0,04050879"
completada,2024-07-22,Advanced Micro Devices Inc,AMD,stock,"10,00","0,064527785"
completada,2024-07-22,Avis Budget Group Inc,CAR,stock,"10,00","0,094918085"
completada,2024-08-19,Meta Platforms Inc,META,stock,"10,00","0,018983617"
completada,2024-08-20,Tesla Inc,TSLA,stock,"30,00","0,134264232"
completada,2024-08-22,NVIDIA Corp,NVDA,stock,"10,00","0,080298066"
completada,2024-08-23,Advanced Micro Devices Inc,AMD,stock,"10,00","0,064693095"
completada,2024-08-23,Tesla Inc,TSLA,stock,"10,00","0,045781676"
completada,2024-08-26,Tesla Inc,TSLA,stock,"10,00","0,04685333"
completada,2024-09-06,Tesla Inc,TSLA,stock,"33,38","0,153112242"
completada,2024-09-11,Tesla Inc,TSLA,stock,"10,00","0,045890505"
completada,2024-09-20,Advanced Micro Devices Inc,AMD,stock,"10,00","0,064460401"
completada,2024-09-20,Tesla Inc,TSLA,stock,"10,00","0,041844505"
completada,2024-09-24,Tesla Inc,TSLA,stock,"10,00","0,039717213"
completada,2024-09-24,NVIDIA Corp,NVDA,stock,"20,00","0,164625312"
completada,2024-09-26,Dell Technologies Inc,DELL,stock,"20,00","0,162821368"
completada,2024-09-26,NVIDIA Corp,NVDA,stock,"10,00","0,08103859"
completada,2024-09-26,Advanced Micro Devices Inc,AMD,stock,"10,00","0,060585498"
completada,2024-09-26,Tesla Inc,TSLA,stock,"10,00","0,039358921"
completada,2024-09-27,NVIDIA Corp,NVDA,stock,"10,00","0,083300013"
completada,2024-09-27,Dell Technologies Inc,DELL,stock,"10,00","0,082828082"
completada,2024-09-30,Dell Technologies Inc,DELL,stock,"10,00","0,085055711"
completada,2024-10-01,Dell Technologies Inc,DELL,stock,"10,00","0,086640097"
completada,2024-10-02,Tesla Inc,TSLA,stock,"11,33","0,04524941"
completada,2024-10-04,Tesla Inc,TSLA,stock,"10,00","0,040749796"
completada,2024-10-10,Tesla Inc,TSLA,stock,"20,00","0,084839229"
completada,2024-10-10,Advanced Micro Devices Inc,AMD,stock,"10,00","0,060774017"
completada,2024-10-11,Tesla Inc,TSLA,stock,"20,00","0,090300791"
completada,2024-10-14,Tesla Inc,TSLA,stock,"10,00","0,046278299"
completada,2024-10-15,Advanced Micro Devices Inc,AMD,stock,"20,00","0,127383666"
completada,2024-10-15,NVIDIA Corp,NVDA,stock,"10,00","0,076110451"
completada,2024-10-15,Dell Technologies Inc,DELL,stock,"10,00","0,079101408"
completada,2024-10-18,Dell Technologies Inc,DELL,stock,"10,00","0,078563235"
completada,2024-10-22,Dell Technologies Inc,DELL,stock,"10,00","0,083455735"
completada,2024-10-22,Tesla Inc,TSLA,stock,"10,00","0,046241919"
completada,2024-10-24,Advanced Micro Devices Inc,AMD,stock,"10,00","0,065356059"
completada,2024-10-25,Tesla Inc,TSLA,stock,"10,00","0,038004317"
completada,2024-10-28,Dell Technologies Inc,DELL,stock,"10,00","0,08288575"
completada,2024-10-28,Tesla Inc,TSLA,stock,"10,00","0,038061888"
completada,2024-10-29,Tesla Inc,TSLA,stock,"10,00","0,039024085"
completada,2024-10-30,Advanced Micro Devices Inc,AMD,stock,"10,00","0,065872681"
completada,2024-10-30,Advanced Micro Devices Inc,AMD,stock,"10,00","0,065809389"
completada,2024-10-30,Alphabet Inc,GOOG,stock,"10,00","0,056061353"
completada,2024-11-06,Advanced Micro Devices Inc,AMD,stock,"10,00","0,069836303"
completada,2024-11-14,Advanced Micro Devices Inc,AMD,stock,"20,00","0,143129088"
completada,2024-11-14,Dell Technologies Inc,DELL,stock,"10,00","0,074236845"
completada,2024-11-18,Avis Budget Group Inc,CAR,stock,"30,00","0,297613142"
completada,2024-11-18,Alphabet Inc,GOOG,stock,"10,00","0,05729477"
completada,2024-11-18,NVIDIA Corp,NVDA,stock,"20,00","0,143145478"
completada,2024-11-21,Alphabet Inc,GOOG,stock,"10,00","0,060036261"
completada,2024-11-22,NVIDIA Corp,NVDA,stock,"10,00","0,07047415"
completada,2024-11-25,NVIDIA Corp,NVDA,stock,"10,00","0,072527886"
completada,2024-11-29,Advanced Micro Devices Inc,AMD,stock,"10,00","0,073172159"
completada,2024-11-29,Dell Technologies Inc,DELL,stock,"10,00","0,079166534"
completada,2024-11-29,Tesla Inc,TSLA,stock,"20,00","0,059425474"
completada,2024-12-02,Avis Budget Group Inc,CAR,stock,"10,00","0,094353864"
completada,2024-12-03,Avis Budget Group Inc,CAR,stock,"10,00","0,097954705"
completada,2024-12-04,Avis Budget Group Inc,CAR,stock,"10,00","0,100822713"
completada,2024-12-06,Advanced Micro Devices Inc,AMD,stock,"10,00","0,07142653"
completada,2024-12-06,Dell Technologies Inc,DELL,stock,"10,00","0,081041217"
completada,2024-12-09,Advanced Micro Devices Inc,AMD,stock,"20,00","0,149443323"
completada,2024-12-09,NVIDIA Corp,NVDA,stock,"10,00","0,071727778"
completada,2024-12-09,Advanced Micro Devices Inc,AMD,stock,"10,00","0,076664775"
completada,2024-12-10,Dell Technologies Inc,DELL,stock,"20,00","0,16984561"
completada,2024-12-10,NVIDIA Corp,NVDA,stock,"10,00","0,073606265"
completada,2024-12-11,Advanced Micro Devices Inc,AMD,stock,"10,00","0,077965414"
completada,2024-12-12,Avis Budget Group Inc,CAR,stock,"20,00","0,207580852"
completada,2024-12-16,Advanced Micro Devices Inc,AMD,stock,"20,00","0,161441348"
completada,2024-12-16,Avis Budget Group Inc,CAR,stock,"20,00","0,21975607"
completada,2024-12-16,NVIDIA Corp,NVDA,stock,"10,00","0,075640676"
completada,2024-12-17,Dell Technologies Inc,DELL,stock,"10,00","0,084655367"
completada,2024-12-17,NVIDIA Corp,NVDA,stock,"10,00","0,077719401"
completada,2024-12-18,Avis Budget Group Inc,CAR,stock,"10,00","0,113111935"
completada,2024-12-19,Dell Technologies Inc,DELL,stock,"13,21","0,116504683"
completada,2024-12-19,NVIDIA Corp,NVDA,stock,"10,00","0,07620441"
completada,2024-12-19,Advanced Micro Devices Inc,AMD,stock,"20,00","0,165379463"
completada,2024-12-23,Avis Budget Group Inc,CAR,stock,"10,00","0,124149575"
completada,2024-12-26,NVIDIA Corp,NVDA,stock,"10,00","0,072387184"
completada,2024-12-27,Advanced Micro Devices Inc,AMD,stock,"10,00","0,080655568"
completada,2024-12-27,Tesla Inc,TSLA,stock,"10,00","0,022766078"
completada,2024-12-27,Tesla Inc,TSLA,stock,"10,00","0,023228372"
completada,2024-12-30,Dell Technologies Inc,DELL,stock,"11,42","0,099097535"
completada,2025-01-06,Tesla Inc,TSLA,stock,"12,00","0,028850037"
completada,2025-01-07,NVIDIA Corp,NVDA,stock,"20,00","0,141444716"
completada,2025-01-07,Tesla Inc,TSLA,stock,"20,00","0,050868581"
completada,2025-01-10,NVIDIA Corp,NVDA,stock,"10,00","0,073138978"
completada,2025-01-10,Dell Technologies Inc,DELL,stock,"16,93","0,144476114"
